Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,matches_won_1,matches_won_2,Team1_Baron,Team1_Dra,Team1_Turts,Team1_kills,Team1_deaths,Team1_assists,Team1_CS,Team1_gold,Team1_damage,Team1_tanking,Team2_Baron,Team2_Dra,Team2_Turts,Team2_kills,Team2_deaths,Team2_assists,Team2_CS,Team2_gold,Team2_damage,Team2_tanking
KDM,KR,KT,KR,2017 LCK 韩国春季赛,5,179.3,2,3,3,4,23,35,36,100,5728,300503,235458.0,421424.0,5,15,35,36,35,84,5942,319550,296475.0,361761.0
HLE,KR,KT,KR,2017 LCK 韩国春季赛,4,148.3,0,4,0,5,9,35,62,77,4694,241223,258994.0,441529.0,6,9,40,62,36,155,4805,292463,347783.0,399728.0
BBQ,KR,KDF,KR,2017 LCK 韩国春季赛,5,168.3,3,2,5,11,34,59,41,131,5352,304709,290512.0,395175.0,3,8,30,41,59,100,5608,295961,258962.0,417226.0
KT,KR,T1,KR,2017 LCK 韩国春季赛,8,316.7,2,6,6,6,52,95,142,229,9597,547066,711817.0,933493.0,7,24,65,142,95,354,10717,608410,743892.0,982867.0
GEN,KR,KT,KR,2017 LCK 韩国春季赛,8,242.2,2,6,3,11,29,64,105,137,7682,406405,374670.0,628424.0,6,12,65,105,65,218,7975,465410,454882.0,585809.0
JAG,KR,KDM,KR,2017 LCK 韩国春季赛,6,239.9,2,4,4,11,26,48,65,118,8031,408108,415465.0,595181.0,7,14,49,65,48,166,7874,434415,415764.0,567394.0
GMB,RU,JSA,RU,2017 LCL 独联体 春季赛,2,68.7,1,1,1,6,11,26,16,49,2130,122304,123435.0,157086.0,1,2,11,16,26,31,2273,120234,102438.0,177761.0
GMB,RU,VP,RU,2017 LCL 独联体 春季赛,1,43.2,0,1,0,0,1,8,16,17,1270,65479,80149.0,99598.0,2,5,11,16,8,34,1431,83466,77789.0,122765.0
JSA,RU,VS,RU,2017 LCL 独联体 春季赛,2,93.1,1,1,5,4,15,58,40,140,2626,176613,286334.0,312491.0,1,7,14,40,58,83,2679,164304,235167.0,364892.0
GMB,RU,M19,RU,2017 LCL 独联体 春季赛,2,88.0,1,1,4,4,16,42,32,105,2639,162278,195242.0,271682.0,1,5,11,32,42,69,2400,150746,210372.0,258102.0
GMB,RU,NAVI,RU,2017 LCL 独联体 春季赛,2,83.1,1,1,2,4,12,32,41,78,2550,146998,210771.0,270021.0,1,5,16,41,32,109,2534,153476,209649.0,268292.0
RoX,RU,VS,RU,2017 LCL 独联体 春季赛,2,67.3,0,2,1,4,3,17,30,38,2033,108664,99728.0,171064.0,1,5,21,30,17,58,2144,130718,128906.0,168550.0
GMB,RU,VEG,RU,2017 LCL 独联体 春季赛,2,84.2,1,1,2,6,11,36,31,87,2380,147402,228474.0,274444.0,3,2,18,31,36,79,2514,156858,204003.0,283439.0
JSA,RU,VP,RU,2017 LCL 独联体 春季赛,2,64.1,0,2,0,0,2,4,26,9,1812,92573,76849.0,148518.0,2,7,19,26,4,59,2234,125286,119534.0,128593.0
GMB,RU,RoX,RU,2017 LCL 独联体 春季赛,1,48.0,1,0,2,3,9,16,13,40,1444,88505,117832.0,152842.0,1,1,8,13,16,21,1414,84664,112471.0,142053.0
RoX,RU,VP,RU,2017 LCL 独联体 春季赛,2,57.6,0,2,0,1,1,10,22,15,1651,85000,73127.0,120843.0,1,5,22,22,10,49,1971,115129,85861.0,128051.0
JSA,RU,M19,RU,2017 LCL 独联体 春季赛,2,91.2,1,1,3,4,16,50,22,94,2835,174862,204764.0,283328.0,3,6,12,22,50,47,2716,155664,199082.0,252570.0
JSA,RU,NAVI,RU,2017 LCL 独联体 春季赛,1,42.3,1,0,1,2,10,14,9,24,1442,80818,82270.0,107549.0,0,3,1,9,14,20,1433,68841,69107.0,116379.0
NAVI,RU,VS,RU,2017 LCL 独联体 春季赛,2,82.2,0,2,0,4,4,32,46,71,2415,134750,209731.0,312256.0,3,3,17,46,32,106,2442,157048,243708.0,283975.0
VP,RU,VS,RU,2017 LCL 独联体 春季赛,1,51.0,0,1,0,4,7,19,17,40,1623,92022,125546.0,149982.0,4,2,11,17,19,37,1567,101435,119399.0,175377.0
JSA,RU,VEG,RU,2017 LCL 独联体 春季赛,2,67.7,0,2,0,1,3,12,33,27,2093,105066,115107.0,211516.0,2,4,22,33,12,73,2241,135754,159461.0,181199.0
NAVI,RU,VP,RU,2017 LCL 独联体 春季赛,2,55.8,0,2,0,3,2,11,31,23,1560,81652,76165.0,128728.0,2,3,21,31,11,67,1775,112901,89611.0,134027.0
JSA,RU,RoX,RU,2017 LCL 独联体 春季赛,2,84.4,2,0,2,8,20,42,14,130,2494,160690,189960.0,240760.0,0,0,2,14,42,30,2346,124344,155872.0,237604.0
RoX,RU,VEG,RU,2017 LCL 独联体 春季赛,1,56.0,0,1,2,3,10,10,13,26,1589,99141,88102.0,179235.0,1,3,10,13,10,39,1834,105245,163456.0,129313.0
NAVI,RU,VEG,RU,2017 LCL 独联体 春季赛,2,83.5,1,1,2,3,13,23,26,58,2443,145817,197566.0,249081.0,2,6,13,26,23,74,2441,144352,206615.0,254775.0
M19,RU,VS,RU,2017 LCL 独联体 春季赛,2,70.7,2,0,2,8,21,41,9,96,2117,141402,166534.0,208663.0,1,0,4,9,41,22,2180,110886,133764.0,214455.0
NAVI,RU,RoX,RU,2017 LCL 独联体 春季赛,2,94.1,1,1,5,5,18,24,28,59,2930,169683,182728.0,250631.0,0,3,10,28,24,68,2927,161491,183244.0,236232.0
M19,RU,VP,RU,2017 LCL 独联体 春季赛,1,39.0,1,0,1,3,11,15,3,25,1224,73836,83459.0,97359.0,0,1,0,3,15,9,1214,58331,65626.0,106074.0
VEG,RU,VS,RU,2017 LCL 独联体 春季赛,1,32.1,0,1,0,1,0,15,14,27,964,53007,56293.0,82571.0,1,2,9,14,15,21,999,62575,59470.0,84375.0
VEG,RU,VP,RU,2017 LCL 独联体 春季赛,2,77.4,2,0,2,8,20,32,22,66,2554,152202,190256.0,222768.0,0,2,8,22,32,76,2424,129028,157286.0,255574.0
M19,RU,NAVI,RU,2017 LCL 独联体 春季赛,2,74.4,2,0,3,6,21,21,8,46,2556,144529,146234.0,199496.0,0,2,4,8,21,22,2418,117166,112389.0,194555.0
M19,RU,VEG,RU,2017 LCL 独联体 春季赛,1,27.3,1,0,0,2,10,20,6,51,791,54918,61363.0,77191.0,0,0,0,6,20,14,777,40152,56135.0,80190.0
M19,RU,RoX,RU,2017 LCL 独联体 春季赛,1,41.4,0,1,0,4,4,13,14,28,1232,69023,96545.0,121105.0,2,1,9,14,13,39,1061,71829,83879.0,111455.0
GMB,RU,VS,RU,2017 LCL 独联体 春季赛,2,60.9,0,2,0,2,2,9,33,18,1885,93402,84061.0,153078.0,2,4,21,33,9,59,2028,125092,116310.0,159559.0
H2K,EU,UOL,RU,2017 LCS EU S7资格赛,5,164.8,3,2,4,3,37,73,66,181,4796,303160,357577.0,483971.0,3,5,27,66,73,153,4929,290423,353496.0,478108.0
H2K,EU,MDK,EU,2017 LCS EU S7资格赛,3,110.8,3,0,5,8,32,59,43,158,3437,221732,262618.0,376796.0,1,0,9,42,59,122,3460,193354,291312.0,358554.0
FNC,EU,H2K,EU,2017 LCS EU S7资格赛,3,97.8,3,0,3,6,22,30,14,80,3236,182797,199953.0,261986.0,1,2,11,14,30,34,3154,159570,161620.0,276294.0
DIG,US,FLY,US,2017 LCS NA S7资格赛,3,93.5,0,3,0,1,8,21,43,35,2909,153581,155255.0,269953.0,3,7,27,42,21,122,2714,178809,194729.0,240836.0
CLG,US,FLY,US,2017 LCS NA S7资格赛,4,127.4,3,1,4,9,31,62,41,159,3873,239954,234842.0,376168.0,1,4,17,41,62,106,3604,214445,240273.0,324614.0
C9,US,CLG,US,2017 LCS NA S7资格赛,4,160.7,3,1,4,10,29,59,43,160,5046,298163,386196.0,443626.0,4,7,25,43,59,105,4879,277177,322095.0,509033.0
DIG,US,TL,US,2017 LCS 北美夏季赛,6,207.9,3,3,5,10,46,85,70,220,6332,381288,380315.0,543156.0,3,11,40,70,86,153,6179,360655,374349.0,553132.0
CLG,US,TL,US,2017 LCS 北美夏季赛,4,132.1,4,0,3,9,38,65,26,165,3853,248062,283536.0,336978.0,1,4,9,26,65,55,3981,207960,228176.0,395706.0
DIG,US,FLY,US,2017 LCS 北美夏季赛,5,182.6,3,2,5,13,37,60,62,120,5744,331873,337207.0,451244.0,3,8,27,62,60,135,5647,314248,285719.0,467501.0
FLY,US,TL,US,2017 LCS 北美夏季赛,5,206.3,4,1,5,14,43,76,83,182,6469,384692,480613.0,649522.0,5,8,33,82,76,214,6047,365027,467764.0,627848.0
CLG,US,FLY,US,2017 LCS 北美夏季赛,5,203.9,4,1,6,14,47,112,64,252,6184,389127,480297.0,629511.0,5,7,21,64,112,156,6206,354723,445391.0,615951.0
DIG,US,IMT,US,2017 LCS 北美夏季赛,6,186.8,3,3,6,7,32,55,76,150,5700,328346,386136.0,551077.0,3,12,37,76,55,180,5732,336137,394924.0,564689.0
CLG,US,IMT,US,2017 LCS 北美夏季赛,8,280.3,1,7,1,8,26,113,147,275,8115,473122,648683.0,917298.0,12,19,67,147,114,364,8593,547237,694216.0,895622.0
DIG,US,FOX,US,2017 LCS 北美夏季赛,6,210.5,4,2,3,10,43,63,66,190,6566,378173,393570.0,592832.0,6,11,37,66,63,150,6238,366131,405808.0,551441.0
FLY,US,IMT,US,2017 LCS 北美夏季赛,3,113.6,1,2,3,5,25,43,46,84,3337,204661,235884.0,311926.0,2,6,24,46,43,107,3515,209342,237361.0,333907.0
C9,US,TSM,US,2017 LCS 北美夏季赛,5,175.0,2,3,4,7,35,61,61,168,5488,313650,333828.0,519650.0,4,12,36,61,61,142,5555,318628,364512.0,474724.0
CLG,US,FOX,US,2017 LCS 北美夏季赛,2,57.9,2,0,2,6,20,36,9,71,1771,117279,105918.0,138692.0,0,0,4,9,36,24,1686,86899,77359.0,139443.0
DIG,US,P1,US,2017 LCS 北美夏季赛,6,185.5,4,2,6,13,42,75,70,195,5430,335774,340665.0,536337.0,3,5,23,70,75,186,5239,308311,365869.0,490302.0
FLY,US,FOX,US,2017 LCS 北美夏季赛,5,192.5,2,3,5,6,34,67,77,160,6011,347579,450492.0,685175.0,3,11,38,77,67,162,5930,344469,520845.0,611119.0
CLG,US,P1,US,2017 LCS 北美夏季赛,6,200.4,3,3,3,7,36,78,87,178,5945,354295,417519.0,567336.0,4,11,35,87,78,191,6255,363539,393041.0,609656.0
P1,US,TSM,US,2017 LCS 北美夏季赛,4,125.2,0,4,2,3,16,42,61,124,3576,212025,248753.0,387105.0,4,10,37,61,42,159,3996,243482,282676.0,372543.0
FLY,US,P1,US,2017 LCS 北美夏季赛,4,128.7,4,0,5,9,32,51,26,141,3993,241755,256745.0,315726.0,0,3,8,26,51,60,3776,202122,202202.0,358570.0
DIG,US,NV,US,2017 LCS 北美夏季赛,6,225.5,3,3,5,14,35,56,58,153,7027,388256,355405.0,545797.0,5,7,37,58,56,153,7639,407193,365363.0,503270.0
CLG,US,NV,US,2017 LCS 北美夏季赛,10,341.9,7,3,9,16,76,135,93,327,10606,625299,697714.0,918572.0,4,17,46,93,135,249,11288,596994,596709.0,946756.0
FLY,US,NV,US,2017 LCS 北美夏季赛,6,230.4,2,4,4,10,24,48,100,100,7513,392878,425622.0,684243.0,6,13,52,100,48,216,7682,450821,504903.0,621392.0
IMT,US,TSM,US,2017 LCS 北美夏季赛,8,304.5,3,5,8,11,52,103,106,259,9412,544032,658178.0,945388.0,7,19,62,105,103,295,9416,553810,691580.0,926149.0
FOX,US,TSM,US,2017 LCS 北美夏季赛,5,155.5,1,4,1,7,20,44,74,87,4945,266057,283126.0,451979.0,5,10,43,74,44,196,4988,297284,302016.0,426199.0
C9,US,CLG,US,2017 LCS 北美夏季赛,6,231.2,2,4,6,11,35,62,86,167,7286,401543,448384.0,562498.0,6,13,44,86,62,191,6659,407187,382203.0,645694.0
C9,US,TL,US,2017 LCS 北美夏季赛,5,164.4,4,1,6,11,50,59,41,150,5074,310674,307429.0,426361.0,1,4,22,41,59,93,5115,275735,281077.0,444844.0
CLG,US,DIG,US,2017 LCS 北美夏季赛,8,258.5,5,3,5,12,56,101,80,255,7963,469906,508445.0,684544.0,4,12,40,80,101,212,8101,450015,446420.0,708935.0
C9,US,FLY,US,2017 LCS 北美夏季赛,4,117.8,4,0,3,8,41,84,30,179,3862,245279,251393.0,318008.0,1,4,7,30,84,49,3484,186074,206077.0,323938.0
P1,US,TL,US,2017 LCS 北美夏季赛,5,174.4,1,4,3,2,17,46,89,115,5308,289947,279275.0,507677.0,5,12,42,89,46,225,5551,336914,353827.0,413939.0
C9,US,IMT,US,2017 LCS 北美夏季赛,6,232.2,2,4,4,13,34,96,90,249,7271,415713,458453.0,709839.0,7,14,42,90,96,214,7504,434990,521895.0,648199.0
NV,US,TSM,US,2017 LCS 北美夏季赛,5,210.7,1,4,3,10,21,56,65,159,6781,366066,437519.0,665326.0,6,13,47,65,56,162,6634,390707,512434.0,618958.0
C9,US,FOX,US,2017 LCS 北美夏季赛,4,134.8,4,0,6,7,35,64,32,154,4144,258687,271072.0,362835.0,2,7,15,32,64,58,4089,227438,261084.0,391383.0
C9,US,P1,US,2017 LCS 北美夏季赛,5,155.4,4,1,4,10,46,73,40,214,4869,296382,326609.0,428375.0,3,5,17,40,73,115,4668,255698,280490.0,460796.0
IMT,US,TL,US,2017 LCS 北美夏季赛,2,58.8,2,0,2,4,19,26,10,49,1940,114161,103534.0,136432.0,0,0,7,10,26,21,1780,94186,83145.0,152847.0
FOX,US,TL,US,2017 LCS 北美夏季赛,5,169.2,4,1,7,10,45,29,25,51,5544,307652,276475.0,385298.0,1,7,16,25,29,52,5364,269691,230704.0,419815.0
TL,US,TSM,US,2017 LCS 北美夏季赛,4,144.7,0,4,0,3,15,48,62,126,4342,238975,341034.0,500199.0,6,12,38,62,48,154,4528,276484,381891.0,482319.0
C9,US,NV,US,2017 LCS 北美夏季赛,4,133.5,2,2,1,5,28,50,42,124,4218,239680,261631.0,360181.0,5,7,25,42,50,117,4126,242290,241830.0,364933.0
FOX,US,IMT,US,2017 LCS 北美夏季赛,4,130.4,0,4,0,1,5,44,73,79,3767,207557,254002.0,402292.0,6,12,43,73,44,166,4096,266043,301198.0,387421.0
DIG,US,TSM,US,2017 LCS 北美夏季赛,9,332.7,5,4,9,19,59,108,114,277,10033,594160,663582.0,902396.0,6,19,61,114,108,304,10281,590572,645191.0,923556.0
CLG,US,TSM,US,2017 LCS 北美夏季赛,5,192.5,1,4,4,6,26,69,89,173,5650,333400,405963.0,625026.0,5,17,41,88,69,237,5996,360660,479655.0,600093.0
NV,US,TL,US,2017 LCS 北美夏季赛,6,226.3,3,3,3,16,35,64,63,173,7467,405561,480314.0,554660.0,4,7,37,63,64,152,7067,389846,378979.0,647230.0
FLY,US,TSM,US,2017 LCS 北美夏季赛,4,122.7,0,4,0,2,8,31,71,57,3787,193322,219800.0,361289.0,4,10,42,71,31,184,3957,247685,276611.0,358434.0
C9,US,DIG,US,2017 LCS 北美夏季赛,10,349.7,5,5,9,18,69,139,106,365,10782,636210,738770.0,1020270.0,8,18,55,106,139,282,10217,605817,715956.0,1038575.0
IMT,US,P1,US,2017 LCS 北美夏季赛,6,212.9,3,3,2,12,36,73,67,161,6739,376854,406505.0,533752.0,4,10,34,67,75,130,6607,370993,362906.0,600353.0
FOX,US,P1,US,2017 LCS 北美夏季赛,4,164.5,2,2,2,7,22,38,53,103,5078,282258,351835.0,481202.0,4,9,34,53,38,150,5086,294938,344871.0,502210.0
IMT,US,NV,US,2017 LCS 北美夏季赛,4,118.3,2,2,2,5,23,54,47,121,3676,213650,218821.0,274597.0,4,3,17,47,54,114,3678,210087,182087.0,314524.0
FOX,US,NV,US,2017 LCS 北美夏季赛,5,194.4,3,2,6,10,33,43,52,98,6411,346647,303138.0,512362.0,4,9,31,52,43,112,6526,350115,346214.0,450406.0
NV,US,P1,US,2017 LCS 北美夏季赛,6,262.4,3,3,2,14,34,66,77,150,8751,462179,511187.0,675102.0,7,11,41,77,66,195,7965,459512,461379.0,701252.0
CLG,US,TL,US,2017 LCS 北美春季赛,5,171.2,2,3,5,13,31,67,75,148,4821,300056,310537.0,470738.0,3,5,26,75,67,162,5111,299960,328977.0,448824.0
FLY,US,TL,US,2017 LCS 北美春季赛,5,190.3,3,2,6,12,38,75,60,162,5918,349873,402753.0,514123.0,3,8,28,60,76,128,6107,335775,371536.0,570890.0
CLG,US,FLY,US,2017 LCS 北美春季赛,9,327.5,4,5,4,19,52,131,144,266,9953,575584,641230.0,992964.0,7,19,56,144,131,304,9844,590397,722888.0,893494.0
CLG,US,IMT,US,2017 LCS 北美春季赛,5,173.8,2,3,3,9,24,76,76,152,5038,301566,337526.0,513693.0,4,9,34,76,76,157,5115,314522,355458.0,459763.0
FLY,US,IMT,US,2017 LCS 北美春季赛,4,124.0,2,2,2,4,21,44,51,97,3714,213312,207479.0,281901.0,2,7,26,51,44,94,4104,232335,202398.0,316898.0
C9,US,TSM,US,2017 LCS 北美春季赛,10,363.1,5,5,7,17,60,136,140,294,11381,646975,739964.0,976559.0,6,24,73,140,136,290,11084,653654,694950.0,1023546.0
CLG,US,FOX,US,2017 LCS 北美春季赛,4,151.2,2,2,4,9,26,60,74,125,4518,269566,311268.0,477068.0,3,7,31,74,60,163,4424,276855,357776.0,432479.0
FLY,US,FOX,US,2017 LCS 北美春季赛,5,168.6,3,2,4,8,37,78,74,172,4868,307724,343276.0,438159.0,3,10,31,74,79,159,5050,301635,315523.0,488885.0
P1,US,TSM,US,2017 LCS 北美春季赛,4,159.9,1,3,3,7,23,51,62,102,4707,274791,376490.0,425870.0,4,11,32,62,52,147,5019,291986,304914.0,519176.0
CLG,US,P1,US,2017 LCS 北美春季赛,6,214.1,4,2,5,13,35,104,100,237,5963,378062,465614.0,605267.0,4,11,34,100,104,223,6310,381108,455993.0,654410.0
FLY,US,P1,US,2017 LCS 北美春季赛,9,341.6,4,5,7,18,53,97,140,208,10495,591784,686985.0,966491.0,8,19,58,140,97,348,10325,611418,728547.0,968436.0
CLG,US,NV,US,2017 LCS 北美春季赛,4,198.4,4,0,8,14,39,94,90,213,5683,377883,482495.0,749195.0,3,4,21,89,94,203,6170,363506,592101.0,631728.0
FLY,US,NV,US,2017 LCS 北美春季赛,5,169.7,4,1,4,11,40,65,54,153,5158,313577,312983.0,414601.0,2,7,19,54,65,115,5306,290051,308345.0,435858.0
IMT,US,TSM,US,2017 LCS 北美春季赛,5,193.5,2,3,2,9,27,63,68,121,6207,344352,397963.0,469300.0,7,12,40,68,63,148,6190,356442,332005.0,552599.0
FOX,US,TSM,US,2017 LCS 北美春季赛,4,124.6,2,2,2,5,25,58,70,111,3712,223264,249848.0,350653.0,2,8,28,70,58,147,3811,235015,249551.0,355668.0
C9,US,CLG,US,2017 LCS 北美春季赛,6,243.1,3,3,4,13,40,90,80,215,7716,437327,576004.0,715435.0,7,14,45,80,90,203,7179,432734,524833.0,759923.0
C9,US,TL,US,2017 LCS 北美春季赛,5,187.3,4,1,5,7,44,82,68,183,5837,354578,410909.0,487282.0,4,12,28,68,84,141,5909,333502,376574.0,559197.0
C9,US,FLY,US,2017 LCS 北美春季赛,4,162.2,3,1,3,8,25,66,57,160,4907,289866,332887.0,451075.0,6,8,30,57,66,115,4600,286572,349086.0,450219.0
P1,US,TL,US,2017 LCS 北美春季赛,4,136.2,4,0,4,10,39,73,35,178,4254,266301,302591.0,376898.0,0,3,9,35,73,86,4147,219806,246442.0,405147.0
C9,US,IMT,US,2017 LCS 北美春季赛,5,159.5,3,2,2,7,35,71,55,153,4756,287091,284837.0,417766.0,2,9,23,55,71,118,4796,275071,302610.0,398297.0
NV,US,TSM,US,2017 LCS 北美春季赛,5,162.9,1,4,2,4,18,48,64,94,5392,284470,261779.0,352922.0,3,11,38,64,48,128,5400,302365,245835.0,371712.0
C9,US,FOX,US,2017 LCS 北美春季赛,4,148.3,4,0,5,14,38,67,31,143,4511,281735,341952.0,361089.0,1,2,11,31,67,56,4270,232253,254458.0,449246.0
C9,US,P1,US,2017 LCS 北美春季赛,7,234.1,5,2,6,15,58,99,52,218,7510,439960,441168.0,610733.0,2,9,26,52,99,116,7070,379864,415886.0,602545.0
IMT,US,TL,US,2017 LCS 北美春季赛,4,137.4,2,2,2,10,25,58,59,132,4437,253560,271870.0,375060.0,4,5,26,59,58,160,4010,245085,266286.0,383227.0
FOX,US,TL,US,2017 LCS 北美春季赛,6,246.1,3,3,5,17,43,96,83,222,7554,439698,548192.0,826979.0,8,10,34,83,96,213,7209,429001,626299.0,750167.0
TL,US,TSM,US,2017 LCS 北美春季赛,6,219.6,3,3,3,8,31,83,72,188,7163,393107,427678.0,592323.0,3,14,40,71,83,152,7115,394986,400646.0,604035.0
C9,US,NV,US,2017 LCS 北美春季赛,5,213.8,4,1,9,11,45,77,38,191,7083,407285,487429.0,569397.0,3,12,22,38,78,89,6857,363701,410314.0,627767.0
FOX,US,IMT,US,2017 LCS 北美春季赛,4,159.3,1,3,3,8,27,57,62,122,4758,282431,340773.0,490424.0,5,10,35,62,57,145,5024,307327,372608.0,482341.0
CLG,US,TSM,US,2017 LCS 北美春季赛,5,158.4,1,4,2,7,15,39,81,100,4676,255426,271781.0,437670.0,4,11,42,81,40,213,4989,302157,325759.0,390767.0
NV,US,TL,US,2017 LCS 北美春季赛,5,176.8,3,2,5,14,37,72,65,140,5838,337821,368342.0,462229.0,2,3,26,65,72,141,5526,307374,312240.0,499348.0
FLY,US,TSM,US,2017 LCS 北美春季赛,8,269.8,1,7,2,5,26,77,155,159,7942,438931,509542.0,680965.0,7,21,74,155,78,357,8429,526882,527628.0,753550.0
IMT,US,P1,US,2017 LCS 北美春季赛,4,160.7,0,4,0,2,15,40,66,92,5050,268851,365635.0,449878.0,8,14,41,66,40,142,4767,307421,346428.0,523954.0
FOX,US,P1,US,2017 LCS 北美春季赛,4,131.5,0,4,1,6,13,41,75,88,4023,219095,230077.0,403864.0,3,6,28,75,41,221,3893,245426,307093.0,372772.0
IMT,US,NV,US,2017 LCS 北美春季赛,6,232.1,3,3,5,11,35,88,94,162,7794,432627,472747.0,612468.0,7,13,40,94,88,163,7522,432513,435407.0,626192.0
FOX,US,NV,US,2017 LCS 北美春季赛,5,189.1,2,3,3,7,27,46,65,113,6022,324235,318221.0,498273.0,5,12,37,64,46,151,6389,354837,345813.0,457293.0
NV,US,P1,US,2017 LCS 北美春季赛,4,154.7,0,4,1,3,14,30,46,59,5033,259258,328330.0,468470.0,5,13,37,46,30,108,4951,285802,359009.0,467168.0
H2K,EU,VIT,EU,2017 LCS 欧洲夏季赛,4,116.4,4,0,4,8,38,59,20,154,3731,228426,242169.0,299279.0,0,1,8,20,59,44,3506,178289,188347.0,333333.0
NIP,EU,ROC,EU,2017 LCS 欧洲夏季赛,4,127.4,2,2,2,2,23,47,49,132,3902,223641,222502.0,343185.0,3,9,34,49,47,119,3986,236797,245673.0,350984.0
H2K,EU,NIP,EU,2017 LCS 欧洲夏季赛,2,73.2,2,0,3,4,19,41,18,102,2254,142429,149139.0,188841.0,0,3,6,18,41,40,2224,118176,129446.0,197762.0
H2K,EU,MSF,EU,2017 LCS 欧洲夏季赛,2,88.9,2,0,3,4,17,33,28,75,2820,164223,129943.0,232327.0,1,3,12,28,33,57,2703,156340,162315.0,211234.0
H2K,EU,MM,EU,2017 LCS 欧洲夏季赛,4,126.4,4,0,4,9,37,61,28,134,3952,244239,257567.0,299689.0,1,3,5,28,62,58,3855,196762,186736.0,360398.0
H2K,EU,UOL,RU,2017 LCS 欧洲夏季赛,6,205.4,2,4,3,5,27,78,85,195,6079,354193,463681.0,601536.0,6,9,44,85,78,222,6185,375006,441714.0,657489.0
FNC,EU,G2,EU,2017 LCS 欧洲夏季赛,5,178.7,4,1,5,12,45,66,33,151,5907,341042,371344.0,495144.0,4,7,25,33,66,81,5737,304150,342963.0,530205.0
FNC,EU,MDK,EU,2017 LCS 欧洲夏季赛,2,83.0,2,0,3,7,18,28,14,66,2777,159805,166278.0,201913.0,0,2,8,14,28,27,2716,138230,135361.0,231111.0
ROC,EU,VIT,EU,2017 LCS 欧洲夏季赛,2,70.3,0,2,0,2,7,8,31,20,2280,112472,104153.0,187564.0,2,6,18,31,8,79,2315,132344,135865.0,164887.0
MDK,EU,ROC,EU,2017 LCS 欧洲夏季赛,3,104.6,2,1,4,3,23,56,30,125,3449,204163,223179.0,247867.0,1,4,13,30,58,62,3298,178716,155652.0,321895.0
MM,EU,VIT,EU,2017 LCS 欧洲夏季赛,4,128.5,0,4,0,5,10,15,45,36,4047,201829,197614.0,363744.0,4,5,35,45,15,115,4266,242465,271082.0,323423.0
FNC,EU,ROC,EU,2017 LCS 欧洲夏季赛,5,205.6,3,2,6,10,39,90,53,221,6780,388641,430191.0,583367.0,7,6,33,53,90,102,6687,369531,380427.0,610952.0
G2,EU,MDK,EU,2017 LCS 欧洲夏季赛,7,296.0,5,2,13,18,62,106,81,268,9419,557998,581772.0,890160.0,4,9,38,81,106,231,9404,514501,648201.0,808704.0
MSF,EU,ROC,EU,2017 LCS 欧洲夏季赛,5,143.3,2,3,3,5,25,70,71,155,4422,261347,277783.0,411819.0,3,6,35,71,70,143,4190,266601,284834.0,414591.0
ROC,EU,UOL,RU,2017 LCS 欧洲夏季赛,3,94.3,2,1,3,3,21,41,36,106,2931,176430,207717.0,260743.0,1,5,17,36,41,78,2983,166486,177359.0,282899.0
G2,EU,ROC,EU,2017 LCS 欧洲夏季赛,3,101.5,1,2,3,7,22,40,34,98,3316,188044,244772.0,313863.0,3,2,23,34,40,73,3266,193431,209355.0,338443.0
MM,EU,NIP,EU,2017 LCS 欧洲夏季赛,2,74.3,2,0,4,6,19,29,18,72,2376,143269,130438.0,168164.0,0,1,15,18,29,37,2370,127805,107304.0,192126.0
UOL,RU,VIT,EU,2017 LCS 欧洲夏季赛,4,121.0,2,2,2,3,22,40,33,94,3910,210636,219897.0,309464.0,3,4,23,33,40,70,3744,211513,197586.0,318467.0
MM,EU,MSF,EU,2017 LCS 欧洲夏季赛,2,62.5,0,2,0,0,5,18,47,33,1896,100317,89439.0,204513.0,2,4,17,47,18,130,1963,127632,160027.0,178114.0
MM,EU,UOL,RU,2017 LCS 欧洲夏季赛,5,167.4,1,4,3,3,23,66,96,152,4827,285734,361386.0,539686.0,6,8,36,96,66,204,4898,309659,399082.0,517882.0
FNC,EU,UOL,RU,2017 LCS 欧洲夏季赛,3,106.3,2,1,3,6,29,55,36,162,3232,201919,260083.0,336072.0,2,4,17,36,56,86,2960,181389,241169.0,350274.0
H2K,EU,MDK,EU,2017 LCS 欧洲夏季赛,4,136.1,4,0,5,9,41,71,27,176,4458,270450,302212.0,347174.0,0,1,8,27,71,58,4128,214767,240491.0,398128.0
NIP,EU,VIT,EU,2017 LCS 欧洲夏季赛,3,101.3,1,2,1,6,11,21,30,48,3342,169664,131029.0,253973.0,3,5,22,30,21,69,3347,184274,157745.0,217312.0
H2K,EU,ROC,EU,2017 LCS 欧洲夏季赛,2,47.1,2,0,1,3,17,33,5,69,1544,96502,91908.0,105165.0,0,1,3,5,33,11,1423,70040,57855.0,131057.0
NIP,EU,UOL,RU,2017 LCS 欧洲夏季赛,3,105.0,1,2,1,7,16,38,37,72,3308,180354,198356.0,295649.0,3,1,19,37,38,110,3276,186616,204832.0,302791.0
FNC,EU,H2K,EU,2017 LCS 欧洲夏季赛,7,223.6,5,2,5,10,47,85,49,214,7643,422486,452239.0,572832.0,4,7,30,49,85,115,6894,374671,360808.0,628212.0
